iter	MultiClass
393	0.08602777581
394	0.08586316309
395	0.08559426229
396	0.0854946753
397	0.08531749476
398	0.08521780967
399	0.08511619826
400	0.08495638862
401	0.08476917332
402	0.08468317883
403	0.0845412182
404	0.08443592425
405	0.08430855939
406	0.08413250087
407	0.08400285734
408	0.0838597449
409	0.08370796657
410	0.08358095782
411	0.08345943039
412	0.08327930047
413	0.08312210342
414	0.0829772729
415	0.08284307663
416	0.08274065922
417	0.08261077719
418	0.08244207042
419	0.08236026725
420	0.08223333816
421	0.08209942383
422	0.08190814235
423	0.08178922772
424	0.08171278037
425	0.08158724148
426	0.08149502942
427	0.08134151635
428	0.08120420265
429	0.08098074141
430	0.08088280971
431	0.08080858413
432	0.08072016905
433	0.0805511268
434	0.08044531306
435	0.08029760051
436	0.08012330683
437	0.08002560117
438	0.0799069073
439	0.07980143445
440	0.0797282
441	0.07966354899
442	0.0796140119
443	0.07951585543
444	0.07942701008
445	0.07930556469
446	0.07919623112
447	0.07902739241
448	0.07893480615
449	0.07876919003
450	0.07867203039
451	0.07849030443
452	0.07830967594
453	0.0781669784
454	0.07807599399
455	0.07793582678
456	0.07782316474
457	0.07762263705
458	0.07754328737
459	0.07738435064
460	0.07730762953
461	0.07715515856
462	0.0769408545
463	0.07684130281
464	0.07665955024
465	0.07655531846
466	0.07648903588
467	0.07635446007
468	0.07624971947
469	0.07611846845
470	0.07604313556
471	0.07589613832
472	0.07579296027
473	0.07565175155
474	0.07542606382
475	0.07527690981
476	0.07514074135
477	0.07503232928
478	0.07490239627
479	0.07479410095
480	0.07470314065
481	0.07452067697
482	0.07437400936
483	0.07420779026
484	0.07407019115
485	0.07401702677
486	0.07388357831
487	0.07374351062
488	0.073685424
489	0.07362427554
490	0.0734910386
491	0.07340491155
492	0.07322187068
493	0.07311384832
494	0.07300917833
495	0.07293602355
496	0.07286698824
497	0.07259505568
498	0.07247908805
499	0.07239470234
500	0.07230630568
501	0.07219620332
502	0.07203305675
503	0.07192971197
504	0.07181183812
505	0.07162472214
506	0.07153669125
507	0.07133616235
508	0.07120215981
509	0.07103071352
510	0.0709054513
511	0.07081004443
512	0.07061311569
513	0.07050757363
514	0.0704253179
515	0.07033205973
516	0.07026436509
517	0.07019228989
518	0.07007332305
519	0.06997633355
520	0.06991195324
521	0.0697557224
522	0.06961795897
523	0.06946431235
524	0.06939027276
525	0.069273714
526	0.06921733192
527	0.06908371219
528	0.06893683067
529	0.0688149122
530	0.06873428388
531	0.06861645213
532	0.06852014703
533	0.06841975792
534	0.06830257331
535	0.06809720239
536	0.06793099872
537	0.0677969141
538	0.06775041459
539	0.0676644312
540	0.06757590223
541	0.0675240518
542	0.06744971735
543	0.06738390272
544	0.0673344033
545	0.0672389739
546	0.06699545349
547	0.06692450118
548	0.06684334729
549	0.06677327947
550	0.06671255802
551	0.06659462124
552	0.06653736397
553	0.06643983938
554	0.06630673189
555	0.06622924375
556	0.06614985368
557	0.0660644292
558	0.06599695727
559	0.06596888599
560	0.06589056634
561	0.06574565418
562	0.06570401925
563	0.06562018698
564	0.06553167549
565	0.06549220142
566	0.0654332395
567	0.06533651073
568	0.06525570804
569	0.06519082465
570	0.06512905754
571	0.06503532243
572	0.06495974975
573	0.06483763202
574	0.06475075677
575	0.06465419875
576	0.06451199871
577	0.06434894397
578	0.06424289155
579	0.06404528317
580	0.06391596436
581	0.06383011984
582	0.06374783077
583	0.06355259911
584	0.06345548172
585	0.06335466245
586	0.06330515878
587	0.06324011052
588	0.06314710568
589	0.06301127282
590	0.06291832036
591	0.06282750504
592	0.06273309833
593	0.06265504769
594	0.06262762393
595	0.06254988259
596	0.06244713869
597	0.06233690745
598	0.06227559588
599	0.06219281775
600	0.06213344419
601	0.06204336837
602	0.06193392562
603	0.06187794064
604	0.06182761033
605	0.06170400973
606	0.06160370575
607	0.06154863336
608	0.06149180809
609	0.06143326949
610	0.06133139288
611	0.06125138583
612	0.06105203278
613	0.06101223226
614	0.06092913836
615	0.06084650658
616	0.06077556711
617	0.06069472968
618	0.06060402619
619	0.0604959467
620	0.06035428055
621	0.06030129399
622	0.06025072687
623	0.06014252656
624	0.06002600555
625	0.05992594806
626	0.05984140113
627	0.05979609248
628	0.05967952483
629	0.05958639369
630	0.05946677341
631	0.05940330335
632	0.05932712468
633	0.05924419711
634	0.05918324965
635	0.05912400744
636	0.05907909716
637	0.0590213577
638	0.05888973834
639	0.05878939323
640	0.05870053799
641	0.05863659936
642	0.05855399905
643	0.05831210673
644	0.05826414288
645	0.05822636255
646	0.05813838805
647	0.05802667384
648	0.05791304717
649	0.05777127821
650	0.05770375492
651	0.05763798019
652	0.05757395855
653	0.05752869609
654	0.05739399252
655	0.05731222179
656	0.05724922912
657	0.05713859701
658	0.05707455355
659	0.05702816971
660	0.05699654787
661	0.05695770225
662	0.05692251457
663	0.05681965106
664	0.05671656939
665	0.05668111608
666	0.05662367403
667	0.05652462352
668	0.05647610212
669	0.05637376978
670	0.05628862456
671	0.05600663406
672	0.05595634119
673	0.05589935491
674	0.0557575842
675	0.05568040773
676	0.05562840863
677	0.05553434503
678	0.0554191258
679	0.05534744813
680	0.05531746321
681	0.05525676773
682	0.05517059869
683	0.05509019341
684	0.05503278768
685	0.05496402411
686	0.05490291867
687	0.05482578005
688	0.05477342984
689	0.05470361506
690	0.05462110359
691	0.05457877767
692	0.05451323396
693	0.05442818458
694	0.05435490151
695	0.05425691584
696	0.05422793613
697	0.05417230325
698	0.0540950431
699	0.05401125971
700	0.05394343816
701	0.05386339018
702	0.05378891027
703	0.05376207664
704	0.05370127198
705	0.05365205674
706	0.05351801447
707	0.05344271395
708	0.0533856452
709	0.05335042461
710	0.05328266314
711	0.05322724658
712	0.05315655097
713	0.0530964935
714	0.05301468983
715	0.05295228794
716	0.05289035549
717	0.05280253563
718	0.05274881383
719	0.05266171036
720	0.0525834103
721	0.05251306573
722	0.05246865116
723	0.05240690345
724	0.05235164374
725	0.05227428471
726	0.0522336495
727	0.05209074266
728	0.05201404208
729	0.05195002629
730	0.05186798644
731	0.05181063242
732	0.05176360205
733	0.05170915179
734	0.05163684175
735	0.05157834996
736	0.05150445132
737	0.05145166053
738	0.05140251918
739	0.05132570377
740	0.05129294059
741	0.05122397729
742	0.05114583819
743	0.05110616416
744	0.05104971467
745	0.05096188383
746	0.05089940317
747	0.05086862995
748	0.05078830826
749	0.05068674839
750	0.05063020225
751	0.05054578472
752	0.05047424408
753	0.0504206766
754	0.05033848354
755	0.05024109647
756	0.05020263412
757	0.04998017319
758	0.04987832912
759	0.04980838492
760	0.04975924178
761	0.04970771182
762	0.04964906327
763	0.04960345536
764	0.04954320663
765	0.04948514024
766	0.0494451447
767	0.0493673287
768	0.04930668173
769	0.04913321524
770	0.04907601625
771	0.04903045074
772	0.04899769606
773	0.04892077675
774	0.04885711304
775	0.04879795228
776	0.04870921932
777	0.04867255801
778	0.04855461395
779	0.04852552808
780	0.04848879835
781	0.0483678937
782	0.04832359654
783	0.04828108038
784	0.04823141345
785	0.04818786802
786	0.04812271186
787	0.04809290985
788	0.04802545296
789	0.04793644335
790	0.04791442426
791	0.04787555742
792	0.04778626432
793	0.04772928785
794	0.04765109924
795	0.04758887415
796	0.04751845624
797	0.04746881576
798	0.0474293545
799	0.04738287373
800	0.04732713946
801	0.04729697872
802	0.04723842953
803	0.04716834925
804	0.04712415054
805	0.04705237484
806	0.04701142568
807	0.04694958795
808	0.04688282405
809	0.04684193692
810	0.04675648152
811	0.04672012546
812	0.04660971066
813	0.04655466331
814	0.04647805395
815	0.04643577796
816	0.04637847692
817	0.04633259536
818	0.04627858328
819	0.0462568695
820	0.04622536998
821	0.04615313048
822	0.04607674341
823	0.04602463257
824	0.0459904051
825	0.045936144
826	0.04589457555
827	0.04578135191
828	0.04572504655
829	0.04568104683
830	0.04564267655
831	0.04549220634
832	0.04544216654
833	0.04541058255
834	0.04538026469
835	0.04533332015
836	0.04529237681
837	0.04526990982
838	0.04519482414
839	0.04512489335
840	0.04509994888
841	0.04505057022
842	0.04499263748
843	0.04496392564
844	0.04490396349
845	0.04486203376
846	0.04481781974
847	0.04478627452
848	0.04474440556
849	0.04469472089
850	0.04464482088
851	0.04458926073
852	0.04456029585
853	0.04452886698
854	0.04449597316
855	0.04443458341
856	0.04434432344
857	0.04430972567
858	0.04424314811
859	0.04421609056
860	0.0441726619
861	0.04411068902
862	0.04405690169
863	0.04400136859
864	0.04390929439
865	0.04387616032
866	0.04383428582
867	0.04377634475
868	0.0437246042
869	0.0436320138
870	0.04357950614
871	0.04347512941
872	0.04342686683
873	0.04340620531
874	0.04337902575
875	0.04326694349
876	0.04322923018
877	0.04320663859
878	0.04316133571
879	0.04311899179
880	0.0430671906
881	0.04301806114
882	0.04297836022
883	0.04292813801
884	0.04289432143
885	0.04284893384
886	0.04280591124
887	0.04274532841
888	0.04269840001
889	0.04266099443
890	0.0426278032
891	0.04255921202
892	0.04243377766
893	0.04237814561
894	0.04233481289
895	0.04228200861
896	0.0422509737
897	0.04220041666
898	0.04216751037
899	0.04206888681
900	0.04204189215
901	0.04201323969
902	0.04192425513
903	0.04183468786
904	0.04181037843
905	0.04171493051
906	0.04167593599
907	0.04163828132
908	0.04157793309
909	0.04141562309
910	0.0413627889
911	0.04132894453
912	0.04129626268
913	0.04119122967
914	0.04115990408
915	0.04110301558
916	0.04105714657
917	0.04103871683
918	0.0409830896
919	0.0409504392
920	0.04089205029
921	0.04084056543
922	0.04081488572
923	0.04077596866
924	0.04073546317
925	0.04068935157
926	0.04064187331
927	0.04061467361
928	0.04057898254
929	0.04052378099
930	0.04046718597
931	0.04042302786
932	0.04041263382
933	0.04030502838
934	0.04024895113
935	0.04019294979
936	0.04015804969
937	0.04006648606
938	0.04001714354
939	0.03995135449
940	0.03992955623
941	0.03990379099
942	0.03984467705
943	0.03979467815
944	0.03978018759
945	0.0397289161
946	0.03969799031
947	0.03966299867
948	0.03956391762
949	0.03948556294
950	0.03945075954
951	0.03941642906
952	0.03936848799
953	0.03934986859
954	0.0393240262
955	0.03926939224
956	0.03921190741
957	0.03920063316
958	0.03915674602
959	0.03912004385
960	0.03908420715
961	0.03905071439
962	0.03902220049
963	0.03898596564
964	0.03894340565
965	0.03888851567
966	0.03884767813
967	0.0388200337
968	0.03876913813
969	0.03873282099
970	0.03869955693
971	0.03866909385
972	0.03863078323
973	0.03856265557
974	0.03850303636
975	0.0384470072
976	0.0384044831
977	0.03836918493
978	0.03833622415
979	0.03829876606
980	0.03826400392
981	0.03823910614
982	0.03814970445
983	0.03811532363
984	0.03808827524
985	0.03806696966
986	0.03801462199
987	0.0379962921
988	0.03794319854
989	0.0379227279
990	0.0379018058
991	0.03786220238
992	0.03783459587
993	0.03778409386
994	0.03775652825
995	0.03773142978
996	0.03767680687
997	0.03762509386
998	0.03758005014
999	0.03752220231
